adult_weekday,adult_weekend,average_snowfall,base_elev,daysopenlast_year,double,fast_quads,fast_sixes,longest_run_mi,name,night_skiing_ac,projecteddays_open,quad,region,runs,skiable_terrain_ac,snow_making_ac,state,summit_elev,surface,terrain_parks_resort,total_chairs,trams,triple,vertical_drop,years_open,price_delta,resort_cnt,skiable_area_ac,days_open,terrain_parks_state,nightskiing_ac,resorts_per_100kcapita,resorts_per_100ksq_mile,resort_skiable_area_ac_state_ratio,resort_days_open_state_ratio,resort_terrain_park_state_ratio,resort_night_skiing_state_ratio,total_chairs_runs_ratio,total_chairs_skiable_ratio,fastQuads_runs_ratio,fastQuads_skiable_ratio
37.0,55.0,,1300,,0,0,0,0.3,bradford_ski_area,,,0,massachusetts,15.0,48.0,48.0,massachusetts,1548,8,1.0,10,0,2,248,71.0,18.0,11,1166.0,671.0,18.0,583.0,0.1595936918707181,104.22588592003032,0.0411663807890223,,0.05555555555555555,,0.6666666666666666,0.20833333333333334,0.0,0.0
81.0,81.0,90.0,1230,121.0,1,0,1,2.0,jiminy_peak,104.0,120.0,2,massachusetts,45.0,167.0,163.0,massachusetts,2380,2,3.0,9,0,3,1150,71.0,0.0,11,1166.0,671.0,18.0,583.0,0.1595936918707181,104.22588592003032,0.1432246998284734,0.18032786885245902,0.16666666666666666,0.1783876500857633,0.2,0.05389221556886228,0.0,0.0
48.0,58.0,55.0,200,112.0,1,0,0,0.5,nashoba_valley,52.0,126.0,0,massachusetts,17.0,52.0,52.0,massachusetts,440,7,2.0,11,0,3,240,55.0,10.0,11,1166.0,671.0,18.0,583.0,0.1595936918707181,104.22588592003032,0.044596912521440824,0.16691505216095381,0.1111111111111111,0.08919382504288165,0.6470588235294118,0.21153846153846154,0.0,0.0
20.0,40.0,70.0,1300,106.0,1,0,0,1.0,otis_ridge_ski_area,35.0,106.0,0,massachusetts,11.0,60.0,55.0,massachusetts,1700,3,1.0,4,0,0,400,73.0,20.0,11,1166.0,671.0,18.0,583.0,0.1595936918707181,104.22588592003032,0.051457975986277875,0.15797317436661698,0.05555555555555555,0.060034305317324184,0.36363636363636365,0.06666666666666667,0.0,0.0
25.0,60.0,115.0,800,107.0,1,0,0,1.5,ski_butternut,,110.0,3,massachusetts,22.0,110.0,110.0,massachusetts,1800,6,2.0,11,0,1,1000,56.0,35.0,11,1166.0,671.0,18.0,583.0,0.1595936918707181,104.22588592003032,0.09433962264150944,0.15946348733233978,0.1111111111111111,,0.5,0.1,0.0,0.0
65.0,71.0,100.0,1006,,0,3,0,1.5,wachusett_mountain_ski_area,104.0,120.0,0,massachusetts,27.0,112.0,112.0,massachusetts,2006,4,2.0,8,0,1,1000,57.0,6.0,11,1166.0,671.0,18.0,583.0,0.1595936918707181,104.22588592003032,0.09605488850771869,,0.1111111111111111,0.1783876500857633,0.2962962962962963,0.07142857142857142,0.1111111111111111,0.026785714285714284
39.0,47.0,20.0,126,,5,0,0,0.2,alpine_valley_ski_area,100.0,,1,michigan,25.0,100.0,100.0,michigan,500,6,3.0,14,0,2,240,57.0,8.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.022696323195642305,,0.047619047619047616,0.051387461459403906,0.56,0.14,0.0,0.0
35.0,35.0,52.0,600,,0,0,0,,apple_mountain,80.0,,1,michigan,12.0,80.0,42.0,michigan,820,5,,6,0,0,220,58.0,0.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.018157058556513846,,,0.041109969167523124,0.5,0.075,0.0,0.0
69.0,69.0,214.0,1200,100.0,9,0,0,1.0,big_powderhorn_mountain,,108.0,0,michigan,45.0,253.0,228.0,michigan,1800,1,2.0,10,0,0,600,55.0,0.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.057421697684975036,0.041858518208455424,0.031746031746031744,,0.2222222222222222,0.039525691699604744,0.0,0.0
38.0,48.0,90.0,450,80.0,0,0,0,0.2,bittersweet_ski_area,100.0,,1,michigan,20.0,100.0,100.0,michigan,850,4,2.0,12,0,7,350,36.0,10.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.022696323195642305,0.033486814566764334,0.031746031746031744,0.051387461459403906,0.6,0.12,0.0,0.0
49.0,65.0,210.0,385,95.0,4,0,0,1.0,big_snow_resort_-_blackjack,,115.0,0,michigan,26.0,170.0,86.0,michigan,850,2,2.0,6,0,0,465,42.0,16.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.03858374943259192,0.03976559229803265,0.031746031746031744,,0.23076923076923078,0.03529411764705882,0.0,0.0
78.0,98.0,140.0,745,97.0,0,1,0,1.2,boyne_highlands,150.0,120.0,3,michigan,55.0,435.0,400.0,michigan,1290,2,4.0,10,0,4,552,56.0,20.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.09872900590104403,0.04060276266220176,0.06349206349206349,0.07708119218910586,0.18181818181818182,0.022988505747126436,0.01818181818181818,0.0022988505747126436
39.0,49.0,140.0,1060,118.0,1,0,0,1.2,caberfae_peaks,150.0,130.0,1,michigan,34.0,200.0,200.0,michigan,1569,1,2.0,5,0,2,485,82.0,10.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.04539264639128461,0.0493930514859774,0.031746031746031744,0.07708119218910586,0.14705882352941177,0.025,0.0,0.0
30.0,37.0,100.0,850,100.0,1,0,0,0.1,cannonsburg,,100.0,1,michigan,21.0,100.0,,michigan,1100,7,5.0,10,0,1,250,54.0,7.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.022696323195642305,0.041858518208455424,0.07936507936507936,,0.47619047619047616,0.1,0.0,0.0
54.0,64.0,132.0,757,120.0,0,1,0,0.3,crystal_mountain,56.0,135.0,3,michigan,58.0,102.0,96.0,michigan,1132,2,3.0,8,0,2,375,63.0,10.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.02315024965955515,0.05023022185014651,0.047619047619047616,0.02877697841726619,0.13793103448275862,0.0784313725490196,0.017241379310344827,0.00980392156862745
49.0,49.0,204.0,1297,120.0,5,0,0,1.0,big_snow_resort_-_indianhead_mountain,,120.0,1,michigan,32.0,240.0,150.0,michigan,1935,2,2.0,9,0,1,638,60.0,0.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.05447117566954154,0.05023022185014651,0.031746031746031744,,0.28125,0.0375,0.0,0.0
49.0,49.0,275.0,700,114.0,2,0,0,0.8,mont_ripley,100.0,100.0,0,michigan,25.0,112.0,112.0,michigan,1140,2,2.0,4,0,0,440,83.0,0.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.02541988197911938,0.04771871075763918,0.031746031746031744,0.051387461459403906,0.16,0.03571428571428571,0.0,0.0
68.0,68.0,273.0,600,83.0,1,0,0,2.3,mount_bohemia,,100.0,0,michigan,,585.0,,michigan,1500,0,,2,0,1,900,19.0,0.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.1327734906945075,0.034742570113018,,,,0.003418803418803419,,0.0
52.0,59.0,60.0,1100,111.0,0,0,0,0.1,mt._brighton,130.0,100.0,2,michigan,25.0,130.0,130.0,michigan,1330,8,5.0,13,0,3,230,59.0,7.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.029505220154335,0.046462955211385513,0.07936507936507936,0.06680369989722508,0.52,0.1,0.0,0.0
22.0,34.0,120.0,240,100.0,2,0,0,0.1,mt._holiday_ski_area,45.0,90.0,0,michigan,12.0,45.0,45.0,michigan,440,2,,4,0,0,200,70.0,12.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.010213345438039038,0.041858518208455424,,0.023124357656731757,0.3333333333333333,0.08888888888888889,0.0,0.0
37.0,45.0,42.0,755,,1,1,0,0.1,mount_holly,100.0,102.0,2,michigan,19.0,100.0,100.0,michigan,1105,6,,13,0,3,350,63.0,8.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.022696323195642305,,,0.051387461459403906,0.6842105263157895,0.13,0.05263157894736842,0.01
15.0,20.0,60.0,570,,0,0,0,0.2,mulligan's_hollow_ski_bowl,10.0,,0,michigan,6.0,10.0,10.0,michigan,700,5,,5,0,0,130,19.0,5.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.0022696323195642307,,,0.0051387461459403904,0.8333333333333334,0.5,0.0,0.0
65.0,85.0,135.0,911,133.0,2,0,0,0.9,nubs_nob_ski_area,160.0,130.0,3,michigan,53.0,248.0,248.0,michigan,1338,1,3.0,10,0,4,427,61.0,20.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.05628688152519292,0.05567182921724571,0.047619047619047616,0.08221993833504625,0.18867924528301888,0.04032258064516129,0.0,0.0
58.0,78.0,160.0,675,94.0,0,0,0,1.0,schuss_mountain_at_shanty_creek,70.0,111.0,5,michigan,42.0,70.0,70.0,michigan,1125,3,3.0,8,0,0,450,57.0,20.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.015887426236949616,0.039347007115948095,0.047619047619047616,0.03597122302158273,0.19047619047619047,0.11428571428571428,0.0,0.0
49.0,49.0,150.0,1360,164.0,5,0,0,1.0,ski_brule,40.0,165.0,0,michigan,17.0,150.0,150.0,michigan,1860,7,3.0,12,0,0,500,62.0,0.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.03404448479346346,0.06864796986186689,0.047619047619047616,0.020554984583761562,0.7058823529411765,0.08,0.0,0.0
30.0,35.0,,1020,,0,0,0,0.0,snow_snake_mountain_ski_area,40.0,,0,michigan,12.0,40.0,40.0,michigan,1230,5,2.0,6,0,1,210,72.0,5.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.009078529278256923,,0.031746031746031744,0.020554984583761562,0.5,0.15,0.0,0.0
32.0,42.0,60.0,975,89.0,0,0,0,0.1,swiss_valley,60.0,80.0,2,michigan,11.0,60.0,60.0,michigan,1200,4,2.0,7,0,1,225,51.0,10.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.013617793917385384,0.03725408120552533,0.031746031746031744,0.030832476875642344,0.6363636363636364,0.11666666666666667,0.0,0.0
50.0,50.0,150.0,580,47.0,1,0,0,0.2,the_homestead,16.0,42.0,0,michigan,15.0,16.0,16.0,michigan,900,2,1.0,5,0,2,320,34.0,0.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.003631411711302769,0.019673503557974047,0.015873015873015872,0.008221993833504625,0.3333333333333333,0.3125,0.0,0.0
35.0,45.0,,600,80.0,2,0,0,0.3,timber_ridge,50.0,,1,michigan,16.0,50.0,50.0,michigan,850,4,2.0,8,0,1,250,58.0,10.0,28,4406.0,2389.0,63.0,1946.0,0.28036848830417815,28.951341067477305,0.011348161597821153,0.033486814566764334,0.031746031746031744,0.025693730729701953,0.5,0.16,0.0,0.0
55.0,60.0,60.0,1180,135.0,14,0,0,0.5,afton_alps,250.0,135.0,1,minnesota,48.0,250.0,250.0,minnesota,1530,4,5.0,22,0,3,350,56.0,5.0,14,1560.0,1490.0,29.0,1020.0,0.24824314777985515,16.103800496917273,0.16025641025641027,0.09060402684563758,0.1724137931034483,0.24509803921568626,0.4583333333333333,0.088,0.0,0.0
45.0,45.0,55.0,1330,100.0,0,0,0,0.2,andes_tower_hills_ski_area,35.0,110.0,1,minnesota,15.0,35.0,35.0,minnesota,1620,3,2.0,6,0,2,290,38.0,0.0,14,1560.0,1490.0,29.0,1020.0,0.24824314777985515,16.103800496917273,0.022435897435897436,0.06711409395973154,0.06896551724137931,0.03431372549019608,0.4,0.17142857142857143,0.0,0.0
34.0,47.0,60.0,919,115.0,0,0,0,0.2,buck_hill,45.0,112.0,2,minnesota,16.0,45.0,45.0,minnesota,1225,5,,8,0,1,309,65.0,13.0,14,1560.0,1490.0,29.0,1020.0,0.24824314777985515,16.103800496917273,0.028846153846153848,0.07718120805369127,,0.04411764705882353,0.5,0.17777777777777778,0.0,0.0
44.0,44.0,78.0,1280,57.0,2,0,0,0.3,buena_vista_ski_area,30.0,60.0,0,minnesota,17.0,30.0,30.0,minnesota,1510,2,,6,0,2,230,70.0,0.0,14,1560.0,1490.0,29.0,1020.0,0.24824314777985515,16.103800496917273,0.019230769230769232,0.03825503355704698,,0.029411764705882353,0.35294117647058826,0.2,0.0,0.0
23.0,37.0,48.0,725,57.0,2,0,0,1.0,coffee_mill_ski_&_snowboard_resort,35.0,56.0,0,minnesota,14.0,40.0,35.0,minnesota,1150,1,1.0,3,0,0,425,39.0,14.0,14,1560.0,1490.0,29.0,1020.0,0.24824314777985515,16.103800496917273,0.02564102564102564,0.03825503355704698,0.034482758620689655,0.03431372549019608,0.21428571428571427,0.075,0.0,0.0
17.0,17.0,45.0,868,105.0,0,0,0,1.0,elm_creek_winter_recreation_area,15.0,102.0,0,minnesota,3.0,15.0,20.0,minnesota,928,3,,3,0,0,60,13.0,0.0,14,1560.0,1490.0,29.0,1020.0,0.24824314777985515,16.103800496917273,0.009615384615384616,0.07046979865771812,,0.014705882352941176,1.0,0.2,0.0,0.0
49.0,58.0,85.0,1472,120.0,2,1,0,0.8,giants_ridge_resort,121.0,125.0,1,minnesota,35.0,202.0,202.0,minnesota,1972,2,2.0,7,0,1,500,35.0,9.0,14,1560.0,1490.0,29.0,1020.0,0.24824314777985515,16.103800496917273,0.1294871794871795,0.08053691275167785,0.06896551724137931,0.11862745098039215,0.2,0.034653465346534656,0.02857142857142857,0.0049504950495049506
35.34,35.34,55.0,900,110.0,0,0,0,1.0,hyland_ski_&_snowboard_area,35.0,115.0,2,minnesota,14.0,35.0,35.0,minnesota,1075,5,1.0,8,0,1,175,61.0,0.0,14,1560.0,1490.0,29.0,1020.0,0.24824314777985515,16.103800496917273,0.022435897435897436,0.0738255033557047,0.034482758620689655,0.03431372549019608,0.5714285714285714,0.22857142857142856,0.0,0.0
84.0,84.0,120.0,800,135.0,4,0,1,2.0,lutsen_mountains,,127.0,0,minnesota,62.0,393.0,231.0,minnesota,1688,1,2.0,8,1,1,825,71.0,0.0,14,1560.0,1490.0,29.0,1020.0,0.24824314777985515,16.103800496917273,0.2519230769230769,0.09060402684563758,0.06896551724137931,,0.12903225806451613,0.020356234096692113,0.0,0.0
34.0,46.0,50.0,300,115.0,3,0,0,1.0,mount_kato_ski_area,50.0,120.0,5,minnesota,19.0,55.0,55.0,minnesota,540,2,4.0,10,0,0,240,43.0,12.0,14,1560.0,1490.0,29.0,1020.0,0.24824314777985515,16.103800496917273,0.035256410256410256,0.07718120805369127,0.13793103448275862,0.049019607843137254,0.5263157894736842,0.18181818181818182,0.0,0.0
36.0,48.0,45.0,500,97.0,2,0,0,,powder_ridge_ski_area,60.0,113.0,1,minnesota,15.0,60.0,60.0,minnesota,790,3,4.0,6,0,0,300,58.0,12.0,14,1560.0,1490.0,29.0,1020.0,0.24824314777985515,16.103800496917273,0.038461538461538464,0.06510067114093959,0.13793103448275862,0.058823529411764705,0.4,0.1,0.0,0.0
59.0,59.0,100.0,620,100.0,1,1,0,1.0,spirit_mountain,144.0,125.0,1,minnesota,22.0,175.0,175.0,minnesota,1320,2,3.0,7,0,2,700,45.0,0.0,14,1560.0,1490.0,29.0,1020.0,0.24824314777985515,16.103800496917273,0.11217948717948718,0.06711409395973154,0.10344827586206896,0.1411764705882353,0.3181818181818182,0.04,0.045454545454545456,0.005714285714285714
54.0,60.0,45.0,700,114.0,4,0,0,0.8,welch_village,100.0,122.0,3,minnesota,50.0,125.0,125.0,minnesota,1060,2,1.0,10,0,1,360,54.0,6.0,14,1560.0,1490.0,29.0,1020.0,0.24824314777985515,16.103800496917273,0.08012820512820513,0.07651006711409396,0.034482758620689655,0.09803921568627451,0.2,0.08,0.0,0.0
55.0,55.0,50.0,813,130.0,0,0,0,0.9,wild_mountain_ski_&_snowboard_area,100.0,140.0,4,minnesota,26.0,100.0,100.0,minnesota,1113,4,4.0,8,0,0,300,47.0,0.0,14,1560.0,1490.0,29.0,1020.0,0.24824314777985515,16.103800496917273,0.0641025641025641,0.087248322147651,0.13793103448275862,0.09803921568627451,0.3076923076923077,0.08,0.0,0.0
49.0,49.0,26.0,2316,,0,0,0,0.1,hidden_valley_ski_area,17.0,,2,missouri,17.0,30.0,30.0,missouri,2566,3,,7,0,2,310,37.0,0.0,2,60.0,69.0,2.0,47.0,0.03258694032744661,2.8691523089503206,0.5,,,0.3617021276595745,0.4117647058823529,0.23333333333333334,0.0,0.0
37.0,47.0,20.0,800,69.0,1,0,0,0.3,snow_creek,30.0,85.0,0,missouri,14.0,30.0,30.0,missouri,1100,2,2.0,5,0,2,300,33.0,10.0,2,60.0,69.0,2.0,47.0,0.03258694032744661,2.8691523089503206,0.5,1.0,1.0,0.6382978723404256,0.35714285714285715,0.16666666666666666,0.0,0.0
42.0,42.0,250.0,5236,,2,0,0,0.7,blacktail_mountain_ski_area,,,0,montana,27.0,1000.0,,montana,6676,1,,4,0,1,1440,21.0,0.0,12,21410.0,951.0,27.0,710.0,1.1227776020838753,8.161044613710555,0.046707146193367584,,,,0.14814814814814814,0.004,0.0,0.0
63.0,63.0,350.0,6100,122.0,1,0,0,1.5,bridger_bowl,,133.0,1,montana,105.0,2000.0,100.0,montana,8700,3,2.0,11,0,6,2600,64.0,0.0,12,21410.0,951.0,27.0,710.0,1.1227776020838753,8.161044613710555,0.09341429238673517,0.12828601472134596,0.07407407407407407,,0.10476190476190476,0.0055,0.0,0.0
49.0,49.0,225.0,5770,116.0,2,0,0,1.5,discovery_ski_area,,116.0,0,montana,74.0,2400.0,25.0,montana,8150,1,1.0,8,0,5,2380,46.0,0.0,12,21410.0,951.0,27.0,710.0,1.1227776020838753,8.161044613710555,0.1120971508640822,0.12197686645636173,0.037037037037037035,,0.10810810810810811,0.0033333333333333335,0.0,0.0
48.0,48.0,180.0,5750,94.0,5,0,0,3.0,great_divide,100.0,100.0,0,montana,110.0,1600.0,150.0,montana,7330,1,6.0,6,0,0,1580,78.0,0.0,12,21410.0,951.0,27.0,710.0,1.1227776020838753,8.161044613710555,0.07473143390938813,0.09884332281808622,0.2222222222222222,0.14084507042253522,0.05454545454545454,0.00375,0.0,0.0
46.0,46.0,325.0,6400,84.0,5,0,0,2.5,lost_trail_-_powder_mtn,,80.0,0,montana,69.0,1800.0,,montana,8200,3,2.0,8,0,0,1800,81.0,0.0,12,21410.0,951.0,27.0,710.0,1.1227776020838753,8.161044613710555,0.08407286314806166,0.08832807570977919,0.07407407407407407,,0.11594202898550725,0.0044444444444444444,0.0,0.0
39.0,39.0,160.0,6500,,1,0,0,1.3,maverick_mountain,,,0,montana,22.0,255.0,,montana,8520,1,,2,0,0,2020,83.0,0.0,12,21410.0,951.0,27.0,710.0,1.1227776020838753,8.161044613710555,0.011910322279308735,,,,0.09090909090909091,0.00784313725490196,0.0,0.0
50.0,50.0,300.0,5000,,2,0,0,1.2,montana_snowbowl,10.0,,0,montana,37.0,950.0,20.0,montana,7600,2,,4,0,0,2600,58.0,0.0,12,21410.0,951.0,27.0,710.0,1.1227776020838753,8.161044613710555,0.044371788883699206,,,0.014084507042253521,0.10810810810810811,0.004210526315789474,0.0,0.0
67.0,67.0,250.0,7016,142.0,3,2,0,2.5,red_lodge_mountain,,136.0,0,montana,70.0,1635.0,496.0,montana,9416,1,2.0,7,0,1,2400,59.0,0.0,12,21410.0,951.0,27.0,710.0,1.1227776020838753,8.161044613710555,0.076366184026156,0.14931650893796003,0.07407407407407407,,0.1,0.004281345565749235,0.02857142857142857,0.0012232415902140672
47.0,47.0,250.0,6800,86.0,2,0,0,1.8,showdown_montana,,85.0,0,montana,36.0,640.0,,montana,8200,1,1.0,4,0,1,1400,83.0,0.0,12,21410.0,951.0,27.0,710.0,1.1227776020838753,8.161044613710555,0.029892573563755253,0.0904311251314406,0.037037037037037035,,0.1111111111111111,0.00625,0.0,0.0
39.0,39.0,250.0,6190,40.0,1,0,0,3.0,teton_pass_ski_resort,,150.0,0,montana,43.0,330.0,,montana,7200,2,1.0,3,0,0,1010,54.0,0.0,12,21410.0,951.0,27.0,710.0,1.1227776020838753,8.161044613710555,0.015413358243811303,0.04206098843322818,0.037037037037037035,,0.06976744186046512,0.00909090909090909,0.0,0.0
81.0,81.0,333.0,4464,123.0,0,3,0,3.3,big_mountain_resort,600.0,123.0,2,montana,105.0,3000.0,600.0,montana,6817,3,4.0,14,0,6,2353,72.0,0.0,12,21410.0,951.0,27.0,710.0,1.1227776020838753,8.161044613710555,0.14012143858010276,0.12933753943217666,0.14814814814814814,0.8450704225352113,0.13333333333333333,0.004666666666666667,0.02857142857142857,0.001
89.0,99.0,300.0,6700,100.0,3,1,0,2.5,diamond_peak,,122.0,2,sierra_nevada,30.0,655.0,492.0,nevada,8540,1,3.0,7,0,0,1840,53.0,10.0,4,2110.0,415.0,9.0,0.0,0.12986355236552954,3.61755236407047,0.3104265402843602,0.24096385542168675,0.3333333333333333,,0.23333333333333334,0.010687022900763359,0.03333333333333333,0.0015267175572519084
20.0,20.0,24.0,6300,19.0,1,0,0,1.0,elko_snobowl,,30.0,0,nevada,10.0,60.0,2.0,nevada,7000,1,,2,0,0,700,23.0,0.0,4,2110.0,415.0,9.0,0.0,0.12986355236552954,3.61755236407047,0.02843601895734597,0.04578313253012048,,,0.2,0.03333333333333333,0.0,0.0
70.0,70.0,161.0,8510,144.0,0,0,0,0.3,lee_canyon,,150.0,2,nevada,24.0,195.0,50.0,nevada,11289,0,1.0,3,0,1,860,56.0,0.0,4,2110.0,415.0,9.0,0.0,0.12986355236552954,3.61755236407047,0.0924170616113744,0.3469879518072289,0.1111111111111111,,0.125,0.015384615384615385,0.0,0.0
135.0,135.0,350.0,8260,152.0,0,0,2,2.5,mt._rose_-_ski_tahoe,,150.0,2,sierra_nevada,65.0,1200.0,330.0,nevada,9700,2,5.0,8,0,2,1800,55.0,0.0,4,2110.0,415.0,9.0,0.0,0.12986355236552954,3.61755236407047,0.5687203791469194,0.36626506024096384,0.5555555555555556,,0.12307692307692308,0.006666666666666667,0.0,0.0
79.0,89.0,120.0,600,115.0,2,2,0,3.0,attitash,,130.0,1,new_hampshire,68.0,311.0,240.0,new_hampshire,2350,1,3.0,9,0,3,1750,54.0,10.0,16,3427.0,1847.0,43.0,376.0,1.1767206413715856,171.14129853460264,0.09074992704989787,0.062263129399025445,0.06976744186046512,,0.1323529411764706,0.028938906752411574,0.029411764705882353,0.006430868167202572
45.0,59.0,125.0,1250,110.0,1,0,0,1.6,black_mountain,,107.0,0,new_hampshire,45.0,143.0,120.0,new_hampshire,2350,3,,5,0,1,1100,84.0,14.0,16,3427.0,1847.0,43.0,376.0,1.1767206413715856,171.14129853460264,0.04172745841844178,0.05955603681645912,,,0.1111111111111111,0.03496503496503497,0.0,0.0
85.0,99.0,200.0,1600,180.0,0,4,0,2.0,bretton_woods,45.0,180.0,1,new_hampshire,63.0,464.0,427.0,new_hampshire,3100,3,2.0,9,0,1,1500,46.0,14.0,16,3427.0,1847.0,43.0,376.0,1.1767206413715856,171.14129853460264,0.13539538955354538,0.09745533297238766,0.046511627906976744,0.1196808510638298,0.14285714285714285,0.01939655172413793,0.06349206349206349,0.008620689655172414
79.0,79.0,160.0,1900,124.0,1,1,0,2.3,cannon_mountain,,143.0,2,new_hampshire,97.0,285.0,192.0,new_hampshire,4080,3,3.0,11,1,3,2180,81.0,0.0,16,3427.0,1847.0,43.0,376.0,1.1767206413715856,171.14129853460264,0.083163116428363,0.06713589604764483,0.06976744186046512,,0.1134020618556701,0.03859649122807018,0.010309278350515464,0.0035087719298245615
55.0,69.0,105.0,1050,105.0,1,1,0,1.2,crotched_mountain,100.0,100.0,1,new_hampshire,25.0,100.0,100.0,new_hampshire,2066,1,3.0,5,0,1,1016,16.0,14.0,16,3427.0,1847.0,43.0,376.0,1.1767206413715856,171.14129853460264,0.029180040852057193,0.0568489442338928,0.06976744186046512,0.26595744680851063,0.2,0.05,0.04,0.01
50.0,50.0,100.0,974,104.0,1,0,0,1.1,dartmouth_skiway,,105.0,1,new_hampshire,28.0,107.0,54.0,new_hampshire,1943,2,1.0,4,0,0,969,63.0,0.0,16,3427.0,1847.0,43.0,376.0,1.1767206413715856,171.14129853460264,0.031222643711701196,0.056307525717379535,0.023255813953488372,,0.14285714285714285,0.037383177570093455,0.0,0.0
80.0,92.0,120.0,900,106.0,0,1,0,1.5,gunstock,60.0,,2,new_hampshire,55.0,227.0,176.0,new_hampshire,2300,1,4.0,6,0,2,1400,82.0,12.0,16,3427.0,1847.0,43.0,376.0,1.1767206413715856,171.14129853460264,0.06623869273416982,0.057390362750406064,0.09302325581395349,0.1595744680851064,0.10909090909090909,0.02643171806167401,0.01818181818181818,0.004405286343612335
42.0,58.0,120.0,500,105.0,0,0,0,0.3,king_pine,23.0,107.0,0,new_hampshire,17.0,48.0,45.0,new_hampshire,850,3,2.0,6,0,3,350,57.0,16.0,16,3427.0,1847.0,43.0,376.0,1.1767206413715856,171.14129853460264,0.014006419608987453,0.0568489442338928,0.046511627906976744,0.061170212765957445,0.35294117647058826,0.125,0.0,0.0
