adult_weekday,adult_weekend,average_snowfall,base_elev,daysopenlast_year,double,fast_quads,fast_sixes,longest_run_mi,name,night_skiing_ac,projecteddays_open,quad,region,runs,skiable_terrain_ac,snow_making_ac,state,summit_elev,surface,terrain_parks_resort,total_chairs,trams,triple,vertical_drop,years_open,price_delta,resort_cnt,skiable_area_ac,days_open,terrain_parks_state,nightskiing_ac,resorts_per_100kcapita,resorts_per_100ksq_mile,resort_skiable_area_ac_state_ratio,resort_days_open_state_ratio,resort_terrain_park_state_ratio,resort_night_skiing_state_ratio,total_chairs_runs_ratio,total_chairs_skiable_ratio,fastQuads_runs_ratio,fastQuads_skiable_ratio
83.0,93.0,100.0,1233,130.0,1,2,0,0.8,mount_sunapee,,136.0,1,new_hampshire,66.0,232.0,215.0,new_hampshire,2743,4,4.0,10,0,2,1510,71.0,10.0,16,3427.0,1847.0,43.0,376.0,1.1767206413715856,171.14129853460264,0.06769769477677269,0.07038440714672442,0.09302325581395349,,0.15151515151515152,0.04310344827586207,0.030303030303030304,0.008620689655172414
58.0,72.0,100.0,690,109.0,2,0,0,1.5,pats_peak,93.0,112.0,0,new_hampshire,28.0,115.0,115.0,new_hampshire,1460,5,3.0,11,0,4,770,56.0,14.0,16,3427.0,1847.0,43.0,376.0,1.1767206413715856,171.14129853460264,0.03355704697986577,0.05901461829994586,0.06976744186046512,0.2473404255319149,0.39285714285714285,0.09565217391304348,0.0,0.0
74.0,84.0,100.0,1000,,0,1,1,0.7,ragged_mountain_resort,,140.0,0,new_hampshire,57.0,250.0,200.0,new_hampshire,2250,3,3.0,6,0,1,1250,54.0,10.0,16,3427.0,1847.0,43.0,376.0,1.1767206413715856,171.14129853460264,0.07295010213014298,,0.06976744186046512,,0.10526315789473684,0.024,0.017543859649122806,0.004
79.0,93.0,148.0,1984,142.0,3,2,0,1.9,waterville_valley,,142.0,0,new_hampshire,62.0,265.0,220.0,new_hampshire,4004,4,4.0,11,0,2,2020,54.0,14.0,16,3427.0,1847.0,43.0,376.0,1.1767206413715856,171.14129853460264,0.07732710825795155,0.0768814293448836,0.09302325581395349,,0.1774193548387097,0.04150943396226415,0.03225806451612903,0.007547169811320755
30.0,45.0,110.0,1100,105.0,1,0,0,1.0,whaleback_mountain,55.0,105.0,0,new_hampshire,30.0,85.0,60.0,new_hampshire,1800,3,1.0,4,0,0,700,64.0,15.0,16,3427.0,1847.0,43.0,376.0,1.1767206413715856,171.14129853460264,0.024803034724248614,0.0568489442338928,0.023255813953488372,0.14627659574468085,0.13333333333333333,0.047058823529411764,0.0,0.0
79.0,89.0,200.0,1950,156.0,0,1,0,2.8,wildcat_mountain,,150.0,0,new_hampshire,48.0,225.0,200.0,new_hampshire,4062,1,,5,0,3,2112,61.0,10.0,16,3427.0,1847.0,43.0,376.0,1.1767206413715856,171.14129853460264,0.06565509191712868,0.0844612885760693,,,0.10416666666666667,0.022222222222222223,0.020833333333333332,0.0044444444444444444
79.99,79.99,65.0,440,90.0,1,2,0,2.0,mountain_creek_resort,167.0,100.0,2,new_jersey,46.0,167.0,167.0,new_jersey,1480,3,3.0,10,1,1,1040,54.0,0.0,2,190.0,170.0,4.0,181.0,0.022516969351027167,22.927891780350798,0.8789473684210526,0.5294117647058824,0.75,0.9226519337016574,0.21739130434782608,0.059880239520958084,0.043478260869565216,0.011976047904191617
77.0,77.0,210.0,8600,101.0,3,2,0,3.0,angel_fire_resort,50.0,101.0,0,new_mexico,81.0,560.0,230.0,new_mexico,10677,2,3.0,7,0,0,2077,53.0,0.0,9,5223.0,966.0,18.0,50.0,0.4292195500920676,7.401924500370097,0.10721807390388666,0.10455486542443064,0.16666666666666666,1.0,0.08641975308641975,0.0125,0.024691358024691357,0.0035714285714285713
20.0,20.0,240.0,9820,130.0,0,0,0,2.5,enchanted_forest_ski_area,,140.0,0,new_mexico,33.0,600.0,,new_mexico,10078,0,,0,0,0,400,34.0,0.0,9,5223.0,966.0,18.0,50.0,0.4292195500920676,7.401924500370097,0.11487650775416428,0.13457556935817805,,,0.0,0.0,0.0,0.0
49.0,49.0,163.0,9031,89.0,3,0,0,0.6,pajarito_mountain_ski_area,,117.0,1,new_mexico,45.0,750.0,35.0,new_mexico,10441,1,2.0,6,0,1,1410,62.0,0.0,9,5223.0,966.0,18.0,50.0,0.4292195500920676,7.401924500370097,0.14359563469270534,0.09213250517598344,0.1111111111111111,,0.13333333333333333,0.008,0.0,0.0
79.0,79.0,214.0,8750,110.0,1,0,0,2.5,red_river,,,1,new_mexico,63.0,209.0,,new_mexico,10350,2,3.0,7,0,3,1600,60.0,0.0,9,5223.0,966.0,18.0,50.0,0.4292195500920676,7.401924500370097,0.04001531686770055,0.11387163561076605,0.16666666666666666,,0.1111111111111111,0.03349282296650718,0.0,0.0
55.0,55.0,100.0,8678,32.0,4,0,0,2.0,sandia_peak,,38.0,0,new_mexico,39.0,200.0,30.0,new_mexico,10378,1,1.0,5,0,0,1700,82.0,0.0,9,5223.0,966.0,18.0,50.0,0.4292195500920676,7.401924500370097,0.03829216925138809,0.033126293995859216,0.05555555555555555,,0.1282051282051282,0.025,0.0,0.0
47.0,47.0,190.0,8200,127.0,0,0,0,0.5,sipapu_ski_resort,,143.0,1,new_mexico,42.0,200.0,140.0,new_mexico,9255,3,4.0,6,0,2,1055,67.0,0.0,9,5223.0,966.0,18.0,50.0,0.4292195500920676,7.401924500370097,0.03829216925138809,0.13146997929606624,0.2222222222222222,,0.14285714285714285,0.03,0.0,0.0
74.0,74.0,185.0,9600,133.0,0,0,0,2.0,ski_apache,,124.0,2,new_mexico,55.0,750.0,270.0,new_mexico,11500,2,3.0,11,1,6,1900,58.0,0.0,9,5223.0,966.0,18.0,50.0,0.4292195500920676,7.401924500370097,0.14359563469270534,0.13768115942028986,0.16666666666666666,,0.2,0.014666666666666666,0.0,0.0
80.0,80.0,225.0,10350,107.0,2,0,0,3.0,ski_santa_fe,,130.0,1,new_mexico,83.0,660.0,275.0,new_mexico,12075,2,1.0,7,0,2,1725,73.0,0.0,9,5223.0,966.0,18.0,50.0,0.4292195500920676,7.401924500370097,0.1263641585295807,0.11076604554865424,0.05555555555555555,,0.08433734939759036,0.010606060606060607,0.0,0.0
110.0,110.0,300.0,9200,137.0,1,1,0,5.0,taos_ski_valley,,136.0,3,new_mexico,111.0,1294.0,647.0,new_mexico,12481,4,1.0,14,1,4,3281,64.0,0.0,9,5223.0,966.0,18.0,50.0,0.4292195500920676,7.401924500370097,0.24775033505648095,0.14182194616977226,0.05555555555555555,,0.12612612612612611,0.010819165378670788,0.009009009009009009,0.0007727975270479134
60.0,72.0,130.0,2025,154.0,2,1,0,2.2,belleayre,,150.0,1,new_york,50.0,175.0,168.0,new_york,3429,2,2.0,8,1,1,1404,70.0,12.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.03173739571998549,0.06459731543624161,0.027777777777777776,,0.16,0.045714285714285714,0.02,0.005714285714285714
32.0,32.0,110.0,600,,0,0,0,0.1,brantling_ski_slopes,,,0,new_york,10.0,20.0,16.0,new_york,850,5,,5,0,0,250,19.0,0.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.003627130939426913,,,,0.5,0.25,0.0,0.0
65.0,76.0,60.0,1000,129.0,1,2,0,2.0,bristol_mountain,154.0,129.0,1,new_york,34.0,160.0,148.0,new_york,2200,1,3.0,6,0,1,1200,55.0,11.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.029017047515415305,0.054110738255033555,0.041666666666666664,0.054301833568406205,0.17647058823529413,0.0375,0.058823529411764705,0.0125
35.0,50.0,,2025,,2,0,0,,buffalo_ski_club_ski_area,100.0,,0,new_york,43.0,225.0,150.0,new_york,3429,4,1.0,6,0,0,500,12.0,15.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.040805223068552776,,0.013888888888888888,0.03526093088857546,0.13953488372093023,0.02666666666666667,0.0,0.0
38.0,69.0,108.0,1000,100.0,2,0,0,2.0,catamount,55.0,90.0,1,new_york,36.0,133.0,130.0,new_york,2000,3,5.0,7,0,1,1000,80.0,31.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.024120420747188974,0.04194630872483222,0.06944444444444445,0.019393511988716503,0.19444444444444445,0.05263157894736842,0.0,0.0
80.0,88.0,150.0,998,142.0,2,2,0,4.5,gore_mountain,15.0,,2,new_york,110.0,439.0,338.0,new_york,3600,4,7.0,14,1,3,2537,55.0,8.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.07961552412042075,0.05956375838926174,0.09722222222222222,0.005289139633286318,0.12727272727272726,0.03189066059225513,0.01818181818181818,0.004555808656036446
49.0,63.2,122.0,1148,110.0,4,0,0,1.5,greek_peak,175.0,113.0,1,new_york,56.0,220.0,184.0,new_york,2100,2,4.0,8,0,1,952,62.0,14.200000000000005,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.03989844033369604,0.04614093959731544,0.05555555555555555,0.06170662905500705,0.14285714285714285,0.03636363636363636,0.0,0.0
27.0,42.0,50.0,1150,75.0,1,0,0,0.4,holiday_mountain,37.0,85.0,1,new_york,9.0,37.0,37.0,new_york,1550,2,,4,0,0,400,60.0,15.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.00671019223793979,0.031459731543624164,,0.01304654442877292,0.4444444444444444,0.10810810810810811,0.0,0.0
65.0,78.0,180.0,1500,116.0,0,3,0,1.0,holiday_valley,189.0,129.0,8,new_york,60.0,290.0,266.0,new_york,2250,2,5.0,13,0,0,750,62.0,13.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.05259339862169024,0.04865771812080537,0.06944444444444445,0.06664315937940761,0.21666666666666667,0.04482758620689655,0.05,0.010344827586206896
62.0,75.0,180.0,1560,110.0,3,1,0,1.5,holimont_ski_area,,119.0,1,new_york,53.0,135.0,135.0,new_york,2260,1,3.0,8,0,2,700,57.0,13.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.024483133841131665,0.04614093959731544,0.041666666666666664,,0.1509433962264151,0.05925925925925926,0.018867924528301886,0.007407407407407408
48.0,58.0,130.0,1000,,1,0,0,1.0,hunt_hollow_ski_club,400.0,75.0,0,new_york,19.0,400.0,400.0,new_york,2030,1,1.0,3,0,1,825,52.0,10.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.07254261878853827,,0.013888888888888888,0.14104372355430184,0.15789473684210525,0.0075,0.0,0.0
79.0,89.0,120.0,1600,148.0,2,1,2,2.0,hunter_mountain,,155.0,2,new_york,67.0,320.0,320.0,new_york,3200,4,4.0,13,0,2,1600,59.0,10.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.05803409503083061,0.06208053691275168,0.05555555555555555,,0.19402985074626866,0.040625,0.014925373134328358,0.003125
40.0,60.0,120.0,1150,103.0,4,0,0,0.5,kissing_bridge,650.0,100.0,2,new_york,39.0,700.0,550.0,new_york,1700,3,5.0,10,0,1,550,59.0,20.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.12694958287994196,0.04320469798657718,0.06944444444444445,0.22919605077574048,0.2564102564102564,0.014285714285714285,0.0,0.0
59.0,59.0,125.0,1125,,2,0,0,1.0,labrador_mt.,180.0,100.0,0,new_york,23.0,250.0,237.0,new_york,1825,1,1.0,4,0,1,700,62.0,0.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.04533913674283642,,0.013888888888888888,0.06346967559943582,0.17391304347826086,0.016,0.0,0.0
26.0,38.0,,750,,1,0,0,0.3,maple_ski_ridge,20.0,,0,new_york,10.0,25.0,25.0,new_york,1200,1,,3,0,1,450,57.0,12.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.004533913674283642,,,0.007052186177715092,0.3,0.12,0.0,0.0
20.0,30.0,200.0,1563,105.0,1,0,0,0.3,mccauley_mountain_ski_center,,105.0,0,new_york,23.0,70.0,55.0,new_york,2250,4,1.0,5,0,0,633,61.0,10.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.012694958287994197,0.044043624161073824,0.013888888888888888,,0.21739130434782608,0.07142857142857142,0.0,0.0
35.0,54.0,50.0,750,100.0,2,0,0,1.0,mount_peter_ski_area,69.0,100.0,1,new_york,14.0,69.0,69.0,new_york,1250,2,1.0,5,0,0,450,83.0,19.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.012513601741022852,0.04194630872483222,0.013888888888888888,0.024330042313117067,0.35714285714285715,0.07246376811594203,0.0,0.0
40.0,40.0,120.0,1750,,0,0,0,1.2,oak_mountain,12.0,,1,new_york,22.0,46.0,18.0,new_york,2400,3,1.0,4,0,0,650,71.0,0.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.008342401160681901,,0.013888888888888888,0.004231311706629055,0.18181818181818182,0.08695652173913043,0.0,0.0
49.0,63.0,225.0,1400,110.0,0,0,0,2.4,peek'n_peak,110.0,,0,new_york,27.0,110.0,110.0,new_york,1800,2,4.0,10,0,8,400,55.0,14.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.01994922016684802,0.04614093959731544,0.05555555555555555,0.038787023977433006,0.37037037037037035,0.09090909090909091,0.0,0.0
50.0,67.0,175.0,2400,65.0,1,0,0,2.0,plattekill_mountain,,65.0,0,new_york,38.0,110.0,75.0,new_york,3500,2,1.0,4,0,1,1100,26.0,17.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.01994922016684802,0.02726510067114094,0.013888888888888888,,0.10526315789473684,0.03636363636363636,0.0,0.0
45.0,45.0,90.0,1250,,3,0,0,0.3,royal_mountain_ski_area,,,0,new_york,14.0,35.0,28.0,new_york,1800,0,,3,0,0,550,63.0,0.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.006347479143997099,,,,0.21428571428571427,0.08571428571428572,0.0,0.0
38.0,48.0,230.0,1350,73.0,4,0,0,0.8,snow_ridge,40.0,100.0,0,new_york,21.0,130.0,65.0,new_york,2000,2,2.0,6,0,0,650,74.0,10.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.023576351106274936,0.030620805369127518,0.027777777777777776,0.014104372355430184,0.2857142857142857,0.046153846153846156,0.0,0.0
59.0,59.0,125.0,1240,90.0,1,0,0,0.4,song_mountain,70.0,122.0,0,new_york,24.0,93.0,70.0,new_york,1940,3,,5,0,1,700,55.0,0.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.016866158868335146,0.037751677852348994,,0.02468265162200282,0.20833333333333334,0.053763440860215055,0.0,0.0
49.0,59.0,120.0,1320,102.0,1,0,0,1.0,swain,80.0,100.0,3,new_york,35.0,130.0,90.0,new_york,1970,1,3.0,5,0,0,650,72.0,10.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.023576351106274936,0.04278523489932886,0.041666666666666664,0.028208744710860368,0.14285714285714285,0.038461538461538464,0.0,0.0
39.0,49.0,150.0,825,101.0,6,0,0,2.0,titus_mountain,70.0,100.0,0,new_york,50.0,200.0,150.0,new_york,2025,2,3.0,10,0,2,1200,59.0,10.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.03627130939426913,0.04236577181208054,0.041666666666666664,0.02468265162200282,0.2,0.05,0.0,0.0
55.0,55.0,130.0,1300,,1,0,0,0.4,toggenburg_mountain,73.0,122.0,0,new_york,22.0,85.0,,new_york,2000,3,2.0,5,0,1,700,66.0,0.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.015415306492564382,,0.027777777777777776,0.025740479548660086,0.22727272727272727,0.058823529411764705,0.0,0.0
49.0,59.0,80.0,460,,2,0,0,0.6,west_mountain,105.0,120.0,0,new_york,29.0,124.0,105.0,new_york,1470,2,1.0,5,0,1,1010,58.0,10.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.022488211824446862,,0.013888888888888888,0.03702397743300423,0.1724137931034483,0.04032258064516129,0.0,0.0
96.0,96.0,168.0,1220,122.0,5,1,0,2.1,whiteface_mountain_resort,,141.0,1,new_york,86.0,288.0,220.0,new_york,4650,2,5.0,12,1,2,3430,61.0,0.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.05223068552774755,0.051174496644295304,0.06944444444444445,,0.13953488372093023,0.041666666666666664,0.011627906976744186,0.003472222222222222
46.0,46.0,80.0,910,85.0,2,0,0,0.4,willard_mountain,35.0,120.0,0,new_york,16.0,50.0,35.0,new_york,1415,3,,5,0,0,505,19.0,0.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.009067827348567283,0.03565436241610738,,0.01234132581100141,0.3125,0.1,0.0,0.0
85.0,95.0,105.0,1500,123.0,1,2,1,2.0,windham_mountain,56.0,130.0,0,new_york,54.0,285.0,280.0,new_york,3100,5,6.0,12,0,3,1600,59.0,10.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.051686615886833515,0.051593959731543626,0.08333333333333333,0.019746121297602257,0.2222222222222222,0.042105263157894736,0.037037037037037035,0.007017543859649123
31.0,39.0,180.0,900,,2,0,0,0.3,woods_valley_ski_area,15.0,,0,new_york,21.0,25.0,16.0,new_york,1400,4,,6,0,0,500,55.0,8.0,33,5514.0,2384.0,72.0,2836.0,0.16963475221837276,60.48941435248832,0.004533913674283642,,,0.005289139633286318,0.2857142857142857,0.24,0.0,0.0
40.0,64.0,50.0,3635,100.0,1,0,0,0.5,appalachian_ski_mountain,27.0,100.0,2,north_carolina,12.0,27.0,27.0,north_carolina,4000,2,3.0,5,0,0,365,57.0,24.0,6,370.0,506.0,9.0,335.0,0.057207779800390615,11.148479161634366,0.07297297297297298,0.1976284584980237,0.3333333333333333,0.08059701492537313,0.4166666666666667,0.18518518518518517,0.0,0.0
43.0,70.0,50.0,4660,141.0,1,0,0,1.0,cataloochee_ski_area,50.0,108.0,1,north_carolina,18.0,50.0,50.0,north_carolina,5400,2,2.0,5,0,1,740,58.0,27.0,6,370.0,506.0,9.0,335.0,0.057207779800390615,11.148479161634366,0.13513513513513514,0.27865612648221344,0.2222222222222222,0.14925373134328357,0.2777777777777778,0.1,0.0,0.0
40.0,43.0,24.0,3200,53.0,0,0,0,1.0,sapphire_valley,8.0,60.0,1,north_carolina,,8.0,8.0,north_carolina,3450,2,1.0,3,0,0,200,55.0,3.0,6,370.0,506.0,9.0,335.0,0.057207779800390615,11.148479161634366,0.021621621621621623,0.10474308300395258,0.1111111111111111,0.023880597014925373,,0.375,,0.0
41.0,68.0,31.0,4675,98.0,3,0,0,1.0,beech_mountain_resort,95.0,,3,north_carolina,17.0,95.0,95.0,north_carolina,5506,2,1.0,8,0,0,830,52.0,27.0,6,370.0,506.0,9.0,335.0,0.057207779800390615,11.148479161634366,0.25675675675675674,0.19367588932806323,0.1111111111111111,0.2835820895522388,0.47058823529411764,0.08421052631578947,0.0,0.0
45.0,75.0,77.0,4100,114.0,4,0,1,1.5,sugar_mountain_resort,95.0,120.0,0,north_carolina,21.0,125.0,125.0,north_carolina,5300,2,1.0,8,0,1,1200,50.0,30.0,6,370.0,506.0,9.0,335.0,0.057207779800390615,11.148479161634366,0.33783783783783783,0.22529644268774704,0.1111111111111111,0.2835820895522388,0.38095238095238093,0.064,0.0,0.0
42.0,65.0,65.0,4000,,1,0,0,0.6,wolf_ridge_ski_resort,60.0,100.0,1,north_carolina,15.0,65.0,65.0,north_carolina,4700,2,1.0,4,0,0,720,49.0,23.0,6,370.0,506.0,9.0,335.0,0.057207779800390615,11.148479161634366,0.17567567567567569,,0.1111111111111111,0.1791044776119403,0.26666666666666666,0.06153846153846154,0.0,0.0
43.0,43.0,120.0,1260,105.0,1,0,0,0.2,alpine_valley,72.0,,1,ohio,11.0,72.0,72.0,ohio,1500,1,1.0,5,0,2,230,53.0,0.0,5,421.0,489.0,12.0,421.0,0.042774892848893416,11.154240842368269,0.171021377672209,0.2147239263803681,0.08333333333333333,0.171021377672209,0.45454545454545453,0.06944444444444445,0.0,0.0
44.0,44.0,51.0,631,92.0,2,0,0,0.3,boston_mills,40.0,110.0,0,ohio,7.0,40.0,40.0,ohio,871,2,2.0,8,0,4,264,56.0,0.0,5,421.0,489.0,12.0,421.0,0.042774892848893416,11.154240842368269,0.09501187648456057,0.18813905930470348,0.16666666666666666,0.09501187648456057,1.1428571428571428,0.2,0.0,0.0
44.0,44.0,51.0,631,92.0,2,0,0,0.3,brandywine,85.0,110.0,2,ohio,11.0,85.0,85.0,ohio,871,5,2.0,16,0,7,240,56.0,0.0,5,421.0,489.0,12.0,421.0,0.042774892848893416,11.154240842368269,0.20190023752969122,0.18813905930470348,0.16666666666666666,0.20190023752969122,1.4545454545454546,0.18823529411764706,0.0,0.0
39.0,44.0,36.0,1160,99.0,3,0,0,0.5,mad_river_mountain,144.0,90.0,1,ohio,20.0,144.0,144.0,ohio,1460,6,4.0,12,0,2,300,57.0,5.0,5,421.0,489.0,12.0,421.0,0.042774892848893416,11.154240842368269,0.342042755344418,0.20245398773006135,0.3333333333333333,0.342042755344418,0.6,0.08333333333333333,0.0,0.0
41.0,52.0,50.0,1174,101.0,2,0,0,0.2,snow_trails,80.0,70.0,0,ohio,17.0,80.0,80.0,ohio,1475,3,3.0,9,0,4,301,58.0,11.0,5,421.0,489.0,12.0,421.0,0.042774892848893416,11.154240842368269,0.19002375296912113,0.2065439672801636,0.25,0.19002375296912113,0.5294117647058824,0.1125,0.0,0.0
40.0,40.0,300.0,7100,75.0,0,0,0,1.5,anthony_lakes_mountain_resort,,80.0,0,oregon,21.0,1100.0,,oregon,8000,2,2.0,3,0,1,900,56.0,0.0,10,11774.0,1180.0,22.0,1127.0,0.23709396768930827,10.164770936886937,0.09342619330728724,0.0635593220338983,0.09090909090909091,,0.14285714285714285,0.0027272727272727275,0.0,0.0
39.0,39.0,100.0,3500,78.0,1,0,0,0.1,cooper_spur,,90.0,0,mt._hood,10.0,50.0,,oregon,4000,1,,2,0,0,350,66.0,0.0,10,11774.0,1180.0,22.0,1127.0,0.23709396768930827,10.164770936886937,0.004246645150331238,0.06610169491525424,,,0.2,0.04,0.0,0.0
59.0,59.0,350.0,4668,80.0,1,0,0,0.4,hoodoo_ski_area,200.0,108.0,3,oregon,34.0,806.0,,oregon,5703,0,,5,0,1,1035,81.0,0.0,10,11774.0,1180.0,22.0,1127.0,0.23709396768930827,10.164770936886937,0.06845591982333957,0.06779661016949153,,0.1774622892635315,0.14705882352941177,0.00620347394540943,0.0,0.0
45.0,52.0,300.0,6383,94.0,2,0,0,1.0,mt._ashland,40.0,92.0,0,oregon,23.0,220.0,,oregon,7533,1,2.0,5,0,2,1150,55.0,7.0,10,11774.0,1180.0,22.0,1127.0,0.23709396768930827,10.164770936886937,0.018685238661457448,0.07966101694915254,0.09090909090909091,0.0354924578527063,0.21739130434782608,0.022727272727272728,0.0,0.0
99.0,99.0,462.0,5700,185.0,0,8,0,4.0,mt._bachelor,,185.0,0,oregon,101.0,4318.0,20.0,oregon,9065,0,5.0,11,0,3,3365,61.0,0.0,10,11774.0,1180.0,22.0,1127.0,0.23709396768930827,10.164770936886937,0.36674027518260577,0.15677966101694915,0.22727272727272727,,0.10891089108910891,0.0025474756831866605,0.07920792079207921,0.0018527095877721167
70.0,70.0,300.0,3600,125.0,4,0,0,3.0,mt._hood_skibowl,317.0,144.0,0,mt._hood,65.0,960.0,29.0,oregon,5100,5,2.0,9,0,0,1500,82.0,0.0,10,11774.0,1180.0,22.0,1127.0,0.23709396768930827,10.164770936886937,0.08153558688635977,0.1059322033898305,0.09090909090909091,0.28127772848269744,0.13846153846153847,0.009375,0.0,0.0
60.0,60.0,430.0,5120,3.0,0,0,1,2.1,willamette_pass,,100.0,0,oregon,29.0,555.0,60.0,oregon,6683,1,,5,0,3,1563,78.0,0.0,10,11774.0,1180.0,22.0,1127.0,0.23709396768930827,10.164770936886937,0.047137761168676746,0.002542372881355932,,,0.1724137931034483,0.009009009009009009,0.0,0.0
50.0,60.0,30.0,600,91.0,0,0,0,1.0,bear_creek_mountain_resort,86.0,90.0,3,pennsylvania,23.0,86.0,86.0,pennsylvania,1100,2,3.0,6,0,1,510,52.0,10.0,19,1888.0,1404.0,47.0,1528.0,0.14841443778775315,41.255916967038694,0.045550847457627115,0.06481481481481481,0.06382978723404255,0.056282722513089,0.2608695652173913,0.06976744186046512,0.0,0.0
50.0,62.0,69.0,600,75.0,4,0,0,1.5,ski_big_bear,26.0,75.0,0,pennsylvania,18.0,26.0,26.0,pennsylvania,1250,2,1.0,6,0,0,650,43.0,12.0,19,1888.0,1404.0,47.0,1528.0,0.14841443778775315,41.255916967038694,0.013771186440677966,0.053418803418803416,0.02127659574468085,0.017015706806282723,0.3333333333333333,0.23076923076923078,0.0,0.0
